,Number-1,Number-2,Number-3,Number-4,Number-5,Number-6,Number-7,Sum
325557,6,9,16,20,26,27,35,139
325643,1,10,14,16,22,25,31,119
325678,1,7,10,17,22,26,35,118
325960,1,3,15,18,22,27,33,119
326132,8,9,15,18,22,25,34,131
326511,4,8,14,17,23,27,35,128
326519,1,4,8,20,21,27,31,112
326588,3,4,16,19,27,31,33,133
326698,4,7,8,13,22,27,32,113
326709,1,7,18,20,22,23,27,118
326925,5,6,7,11,22,26,35,112
327219,5,6,7,12,22,26,31,109
327395,5,8,11,16,21,25,27,113
327475,2,8,9,13,17,24,30,103
327500,7,8,9,11,17,24,31,107
327612,5,9,16,19,22,27,30,128
328166,2,3,16,17,21,24,27,110
328274,2,8,11,20,26,29,33,129
328374,8,9,14,20,22,23,27,123
328419,2,4,17,18,21,27,28,117
328432,2,9,14,24,25,29,31,134
328435,7,14,15,19,23,28,29,135
328648,10,14,16,17,23,27,35,142
328750,2,7,9,11,17,26,33,105
328757,3,8,17,20,23,26,27,124
328793,10,12,15,16,17,24,29,123
328809,2,8,15,24,25,29,33,136
328885,1,9,11,18,26,30,32,127
328946,7,10,11,19,25,27,34,133
329064,2,7,11,17,26,27,30,120
329114,7,10,11,17,22,31,34,132
329126,7,9,11,13,17,28,30,115
329181,3,4,7,19,21,27,28,109
329322,4,7,11,13,24,26,27,112
329442,2,6,9,19,25,28,29,118
329472,3,4,14,20,27,31,35,134
329481,1,3,9,13,24,28,31,109
329570,5,7,10,20,25,26,29,122
329707,1,5,11,16,23,24,27,107
330077,3,8,11,13,17,24,27,103
330247,2,6,11,14,17,23,35,108
330292,2,7,9,11,17,29,34,109
330552,5,10,18,19,23,29,33,137
330862,7,8,17,20,25,27,31,135
330937,6,9,11,12,26,30,35,129
331018,3,7,10,20,26,31,34,131
331065,3,4,15,20,21,27,31,121
331072,4,9,16,18,19,25,29,120
331131,3,7,16,18,26,29,32,131
331297,1,9,14,20,24,30,31,129
331383,3,4,17,20,24,30,31,129
331600,2,6,10,16,17,29,33,113
331668,1,5,7,20,26,29,32,120
332061,2,9,17,20,23,27,28,126
332115,8,9,11,19,22,25,29,123
332188,4,5,14,20,24,25,33,125
332313,5,7,8,11,22,25,27,105
332333,2,4,11,13,17,24,31,102
332356,2,3,11,20,22,26,27,111
332394,1,3,18,24,26,27,30,129
332448,1,9,10,20,27,29,33,129
332719,3,9,17,18,22,28,30,127
332902,1,5,14,20,26,29,31,126
332951,7,10,16,17,21,27,33,131
332988,7,10,14,17,23,27,29,127
333223,5,9,10,18,21,24,35,122
333235,2,8,9,13,24,27,33,116
333248,1,12,15,20,22,26,29,125
333554,1,7,16,18,27,29,31,129
333622,3,14,16,17,22,25,29,126
333636,3,9,17,20,24,25,33,131
333784,4,5,14,16,23,27,33,122
334031,3,4,10,13,17,27,28,102
334260,1,4,14,20,21,25,34,119
334296,8,9,15,20,22,24,31,129
334357,4,9,11,14,23,25,29,115
334572,2,7,8,13,17,24,30,101
334750,6,9,11,13,17,28,35,119
334946,6,9,11,13,19,28,34,120
335063,1,3,7,18,22,24,27,102
335504,2,8,11,18,22,31,33,125
335521,5,9,11,18,21,28,32,124
335522,4,10,15,19,25,31,33,137
335642,3,6,16,20,21,26,29,121
336036,2,8,18,19,26,29,33,135
336190,1,4,9,13,19,28,35,109
336294,5,7,8,11,27,28,30,116
336435,2,7,11,13,17,32,35,117
336476,8,9,14,17,24,28,35,135
336502,9,14,15,19,24,25,29,135
336594,2,6,11,13,19,24,29,104
336813,6,10,17,20,26,27,33,139
336867,7,14,16,20,26,27,31,141
337004,1,10,14,16,22,23,29,115
337066,2,6,11,13,17,25,35,109
337240,1,7,8,11,22,29,35,113
337287,9,14,15,17,19,24,25,123
337435,2,4,8,20,29,31,33,127
337466,4,8,10,13,21,27,31,114
337516,4,9,11,13,17,28,32,114
337664,3,9,17,18,19,23,32,121
337685,3,5,17,18,22,26,32,123
337745,4,9,11,13,17,23,32,109
337758,8,10,17,20,21,26,27,129
337981,2,5,9,16,17,29,35,113
338172,7,12,14,18,26,27,29,133
338381,4,8,10,24,25,27,29,127
338500,4,14,18,20,23,27,33,139
338729,4,8,9,13,19,24,28,105
338740,1,3,10,16,24,27,28,109
339000,7,14,16,20,21,29,30,137
339015,5,7,11,16,26,27,31,123
339113,9,12,16,17,23,29,34,140
339183,4,6,7,19,23,27,29,115
339238,5,9,10,16,19,24,30,113
339401,3,7,9,18,19,26,29,111
339718,4,6,10,13,17,27,34,111
339762,2,3,9,16,19,24,28,101
339841,1,4,9,24,29,31,35,133
339875,1,10,16,20,23,25,28,123
340017,4,8,9,12,24,29,35,121
340205,2,9,11,14,19,23,25,103
340525,4,9,17,20,24,26,31,131
340695,1,10,11,20,29,31,35,137
340751,4,8,9,17,19,25,29,111
340805,8,10,11,13,17,27,29,115
340893,5,8,9,11,22,23,35,113
341075,2,5,16,20,21,27,29,120
341136,1,7,16,19,24,27,31,125
341147,1,7,10,14,24,26,27,109
341208,4,7,11,20,26,27,32,127
341354,3,5,16,20,21,27,33,125
341359,1,7,8,19,24,27,31,117
341469,4,7,8,14,27,29,33,122
341496,9,10,17,24,25,30,34,149
341508,4,9,17,20,22,23,27,122
341781,2,6,9,19,23,25,29,113
341874,1,4,11,16,22,26,29,109
341953,3,4,7,14,26,27,32,113
342001,6,9,14,20,24,25,33,131
342155,5,9,10,13,19,24,25,105
342215,1,6,16,17,21,24,27,112
342251,7,10,11,17,22,26,32,125
342276,7,8,11,14,25,27,35,127
342329,9,12,17,18,19,30,34,139
343024,1,7,10,11,22,28,33,112
343044,3,10,16,17,22,26,29,123
343168,1,7,9,24,26,27,28,122
343287,2,9,17,18,21,27,32,126
343614,7,9,11,16,21,24,30,118
343637,4,9,10,14,21,24,25,107
344733,3,8,9,20,22,24,31,117
344768,4,10,18,19,21,25,27,124
344859,1,9,16,20,23,25,31,125
344955,8,9,16,19,25,29,35,141
344968,7,8,9,14,25,29,32,124
345155,7,8,18,19,21,23,29,125
345330,4,7,10,12,23,26,27,109
345399,1,9,10,19,25,29,32,125
345415,1,8,9,20,25,29,35,127
345463,3,8,9,20,24,26,31,121
345768,5,10,15,20,26,29,30,135
345881,3,12,16,20,25,26,31,133
346159,3,5,18,19,22,28,33,128
346233,1,7,10,11,25,26,27,107
346353,4,14,15,16,27,31,33,140
346431,2,3,16,17,21,26,27,112
346598,2,7,11,17,23,30,34,124
346716,5,7,11,12,17,27,28,107
346827,7,9,11,16,17,27,28,115
346944,1,6,7,19,22,23,29,107
346988,5,9,10,18,24,26,31,123
347061,1,7,10,20,21,25,35,119
347540,4,9,10,14,25,28,29,119
347704,1,8,11,12,22,29,35,118
347975,3,7,9,17,26,27,32,121
348009,8,14,15,16,17,25,29,124
348165,2,3,7,13,22,26,29,102
348224,1,7,17,18,24,28,35,130
348244,2,9,15,19,22,27,35,129
348329,7,12,17,18,22,23,28,127
348492,3,12,15,16,17,24,30,117
348530,7,10,11,19,22,23,25,117
348548,1,9,15,18,22,31,33,129
348812,7,10,17,18,21,24,35,132
348912,9,10,16,20,25,26,31,137
348952,5,7,9,17,26,31,32,127
349180,1,7,11,14,25,27,30,115
349265,2,6,7,12,17,28,29,101
349297,3,7,9,11,26,32,33,121
349298,2,7,17,18,19,23,31,117
349406,2,6,8,24,25,29,33,127
349543,4,8,9,19,21,25,27,113
349624,4,10,14,18,21,23,27,117
349693,5,8,9,20,26,31,34,133
349745,5,9,11,18,25,26,33,127
349841,1,12,16,17,21,27,28,122
349986,4,10,14,20,23,29,31,131
350035,4,10,17,20,23,24,27,125
350198,4,14,15,20,27,31,35,146
350214,1,10,16,20,25,26,33,131
350251,2,3,16,19,22,29,33,124
350288,3,4,9,18,19,30,34,117
350420,9,12,15,20,21,24,25,126
350572,2,7,9,13,17,24,31,103
350882,7,14,18,20,21,23,29,132
351052,2,7,15,17,21,28,31,121
351085,3,9,10,14,17,25,31,109
351089,1,7,16,20,22,23,33,122
351167,3,5,17,20,24,26,27,122
351462,6,10,18,19,26,29,35,143
351621,7,12,16,20,21,27,29,132
351668,3,14,18,20,25,27,33,140
351709,1,7,10,24,27,30,31,130
351771,2,7,11,17,27,28,32,124
351783,3,7,17,20,21,27,34,129
351838,3,12,15,16,21,29,32,128
352449,3,5,9,16,17,24,32,106
352669,3,4,18,24,25,26,29,129
352754,5,14,16,20,29,32,33,149
353042,3,5,14,18,22,24,33,119
353066,3,9,10,20,22,26,29,119
353137,9,14,17,20,27,30,31,148
353485,9,10,14,20,24,25,27,129
354061,6,9,10,13,23,26,29,116
354066,2,9,15,24,26,31,35,142
354124,7,8,11,14,22,28,35,125
354199,4,7,8,16,21,24,27,107
354221,6,7,9,11,17,23,28,101
354414,4,8,16,19,21,27,33,128
354726,1,5,10,16,22,26,27,107
354974,4,7,11,18,19,27,33,119
354996,7,12,17,18,25,29,32,140
355312,1,7,16,20,21,25,27,117
355331,5,9,15,18,21,24,31,123
355448,2,8,16,19,22,25,29,121
355515,9,10,11,16,22,26,27,121
355677,8,9,11,17,26,31,35,137
355723,4,7,11,14,17,27,30,110
355890,1,9,15,18,22,26,34,125
355953,1,4,18,20,23,27,33,126
355956,3,5,15,24,25,26,30,128
356017,6,9,10,16,21,29,33,124
356021,7,8,9,17,23,27,30,121
356223,3,6,9,20,21,29,33,121
356381,2,9,11,20,24,26,27,119
356671,2,9,15,18,19,24,34,121
356845,1,5,7,16,22,26,28,105
357066,6,7,15,19,24,27,30,128
357183,1,3,9,13,22,27,32,107
357554,7,8,15,16,25,29,31,131
357608,2,3,7,12,21,27,29,101
357700,1,7,18,24,27,31,32,140
357796,3,7,17,18,22,28,31,126
357919,9,14,17,20,23,24,29,136
358113,2,10,11,14,19,24,25,105
358441,3,7,9,14,22,24,27,106
358845,8,9,18,20,22,29,35,141
359016,7,14,17,20,21,26,27,132
359040,1,3,9,20,24,25,27,109
359085,1,4,14,18,19,27,33,116
359606,3,9,18,19,22,24,25,120
359648,1,14,16,18,23,24,29,125
359695,4,9,17,19,25,26,29,129
359855,6,7,11,17,22,30,31,124
359955,4,5,17,18,21,24,25,114
360090,7,9,11,14,19,24,25,109
360114,1,7,14,20,24,28,29,123
360243,6,9,14,20,22,23,27,121
360255,6,9,16,19,29,31,35,145
360446,6,7,14,18,24,29,31,129
360558,3,8,9,13,23,24,35,115
360842,7,12,18,19,22,31,33,142
361451,1,9,15,20,23,24,35,127
361823,1,6,7,20,26,27,31,118
361862,7,9,16,18,22,26,35,133
361919,2,14,17,20,21,31,33,138
362212,7,12,17,20,21,24,27,128
362480,4,8,11,13,27,31,33,127
362503,2,6,11,13,19,23,27,101
362551,7,9,11,14,26,27,33,127
362559,3,12,15,19,24,25,33,131
362784,1,8,18,20,24,25,33,129
363063,7,8,9,13,29,30,33,129
363280,1,6,16,18,19,25,29,114
363805,6,7,9,17,21,24,30,114
363986,6,9,11,19,22,25,29,121
364080,2,12,16,17,29,31,35,142
364092,6,9,18,19,22,28,35,137
364106,1,6,7,24,25,27,28,118
364414,3,4,14,18,19,25,31,114
364586,4,8,10,13,19,27,33,114
364839,5,7,9,19,24,26,32,122
364907,2,6,11,19,25,31,34,128
365169,1,3,7,19,22,24,31,107
365205,2,8,16,19,23,24,29,121
365242,2,7,17,18,27,29,33,133
365312,2,7,8,13,17,26,31,104
365326,4,14,15,16,25,29,35,138
365710,5,12,15,18,22,26,27,125
365732,3,7,9,14,22,24,29,108
365860,8,12,14,20,29,31,33,147
365919,3,8,11,18,22,29,35,126
365945,2,9,16,17,21,27,32,124
366065,1,7,9,17,24,26,28,112
366099,2,4,10,18,19,23,27,103
366124,2,7,8,11,22,31,35,116
366284,5,7,11,16,17,27,30,113
366498,2,5,8,13,22,26,29,105
366521,2,7,11,14,17,27,28,106
366602,2,4,16,19,24,25,29,119
367215,1,6,11,18,24,25,29,114
367457,4,8,17,18,19,25,33,124
367525,3,4,17,20,23,24,31,122
367669,5,8,16,17,19,23,27,115
367835,7,9,14,19,25,28,29,131
367865,7,12,17,18,21,29,34,138
367987,4,6,15,19,29,32,35,140
368069,4,8,15,18,21,27,30,123
368148,6,10,11,14,22,29,35,127
368267,3,4,9,16,26,29,30,117
368439,5,9,10,20,21,27,35,127
368490,7,9,15,19,21,24,30,125
368821,5,8,9,11,24,32,35,124
368980,4,14,15,16,21,25,27,122
369413,1,7,15,17,24,28,31,123
369487,7,9,14,17,21,24,30,122
369702,4,9,15,19,22,29,35,133
369874,6,9,11,17,25,26,30,124
369884,1,10,11,19,22,25,29,117
370066,4,7,17,18,23,26,30,125
370178,4,9,14,18,21,25,27,118
370389,1,7,9,20,23,30,34,124
370537,1,12,16,17,19,25,27,117
370625,1,9,10,16,29,30,34,129
371014,4,12,15,18,21,29,33,132
371146,4,14,17,18,24,27,29,133
371498,1,14,18,20,25,26,29,133
371602,9,14,15,17,25,29,34,143
371631,2,7,14,20,26,27,31,127
371783,3,4,8,11,22,25,28,101
371814,5,10,16,17,23,27,32,130
371848,8,12,17,18,25,26,27,133
371864,1,9,11,18,24,30,34,127
371883,1,12,17,18,21,26,31,126
371912,3,5,7,20,26,27,28,116
371970,7,8,15,24,25,29,31,139
372032,7,8,15,20,24,26,29,129
372267,1,4,17,18,24,25,28,117
372690,6,9,11,16,22,26,27,117
372771,7,10,18,19,24,27,31,136
372827,1,5,16,18,22,32,33,127
372829,1,7,10,11,22,29,33,113
373097,2,7,8,18,23,27,29,114
373217,3,6,7,11,21,26,27,101
373221,4,7,8,19,22,27,28,115
373303,4,7,17,18,24,27,28,125
373352,2,8,9,18,25,29,34,125
373370,8,10,16,17,22,27,31,131
373647,9,14,15,18,22,27,28,133
373854,2,4,8,19,25,27,28,113
374198,4,8,10,13,25,27,29,116
374276,4,14,17,20,21,27,35,138
374357,6,7,17,20,22,26,29,127
374389,2,7,9,19,23,29,32,121
374710,9,10,14,20,21,27,31,132
374917,2,10,11,13,17,24,35,112
374942,3,7,16,17,23,27,32,125
374990,6,7,11,20,26,29,33,132
375049,8,9,11,17,22,25,29,121
375087,2,8,17,18,25,26,29,125
375095,7,9,11,14,23,28,34,126
375278,3,8,17,20,24,27,33,132
375422,2,7,11,12,19,25,35,111
375646,4,7,17,18,25,29,35,135
376270,5,7,14,20,24,25,33,128
376385,4,7,8,14,23,26,27,109
376388,4,10,11,16,21,25,27,114
376509,1,9,10,16,26,29,33,124
376944,1,6,16,20,25,29,35,132
376947,1,5,8,20,23,29,33,119
377112,7,14,16,20,27,29,33,146
377132,3,7,16,18,22,26,35,127
377417,7,9,11,12,17,24,29,109
377672,1,14,15,16,19,24,25,114
377676,1,9,16,20,25,29,35,135
378243,2,4,10,12,21,25,31,105
378583,8,14,16,17,23,27,31,136
378610,3,5,9,20,26,27,29,119
378806,8,10,18,20,27,31,33,147
378939,5,12,16,17,22,27,34,133
378985,4,8,10,19,22,27,35,125
379401,2,7,9,17,21,27,28,111
379459,10,14,16,17,19,27,34,137
379461,3,4,9,20,21,24,33,114
379751,1,5,10,11,22,25,28,102
379773,5,6,7,17,23,27,32,117
380061,2,8,16,19,24,25,29,123
380131,5,6,16,20,25,26,29,127
380139,1,7,9,11,25,26,34,113
380159,2,9,14,18,19,25,29,116
380604,4,8,9,20,21,25,31,118
380657,4,5,17,18,24,31,35,134
380867,2,8,9,16,25,29,35,124
380911,4,8,9,11,17,23,35,107
381184,3,4,15,19,25,27,34,127
381820,1,9,17,20,23,24,34,128
381850,4,7,17,18,19,23,25,113
381941,4,9,15,18,19,26,31,122
381960,7,8,16,17,21,24,27,120
381998,2,9,11,19,21,25,32,119
382035,4,5,11,20,21,25,34,120
382074,4,8,11,20,21,27,32,123
382309,7,9,10,11,17,24,32,110
382558,3,14,17,18,26,27,33,138
382575,2,6,9,19,29,31,35,131
383005,2,10,11,19,23,25,30,120
383278,3,7,9,14,22,24,30,109
383387,2,7,11,19,22,24,30,115
383596,1,6,14,16,22,23,27,109
383603,2,12,15,16,26,29,35,135
383610,9,12,18,19,22,29,31,140
383647,2,8,11,13,23,26,27,110
383660,3,6,10,16,17,23,27,102
383969,9,12,16,19,21,25,29,131
384112,1,9,14,20,24,26,29,123
384136,7,8,10,14,17,27,33,116
384560,7,12,17,20,21,27,33,137
384583,2,7,8,11,22,25,35,110
384775,2,3,9,13,17,28,31,103
384909,4,8,9,14,29,31,35,130
384940,5,7,9,11,26,32,35,125
385031,1,6,17,20,21,26,33,124
385172,1,7,11,20,24,25,28,116
385449,3,10,18,19,27,29,33,139
385721,1,7,14,19,22,28,32,123
385826,7,8,17,18,21,27,28,126
386072,2,4,16,19,23,29,30,123
386080,3,14,16,18,23,28,29,131
386324,2,8,9,13,19,28,29,108
386342,2,4,15,17,19,25,31,113
386355,7,8,11,13,21,26,27,113
386369,2,4,8,17,25,27,29,112
387654,5,8,9,20,26,29,34,131
387782,8,9,10,19,29,31,35,141
387784,5,9,11,16,21,26,29,117
387863,2,5,9,20,22,26,27,111
388034,4,7,11,17,21,27,30,117
388394,9,10,18,19,25,28,29,138
388654,9,10,14,16,23,26,29,127
388923,1,9,14,24,25,26,30,129
388925,9,14,18,20,23,27,31,142
389012,2,9,15,19,24,25,30,124
389333,5,9,14,20,23,29,33,133
389402,6,7,9,20,22,26,31,121
389445,6,14,16,20,25,27,31,139
389662,2,4,11,17,25,28,29,116
389831,7,8,14,17,27,31,34,138
389864,1,7,9,13,22,30,33,115
389906,2,5,11,19,25,28,29,119
390188,2,8,11,12,21,25,33,112
390419,1,4,7,18,29,31,33,123
390552,1,7,11,18,22,31,35,125
390628,3,7,9,14,26,29,33,121
390739,7,9,14,18,19,24,34,125
390846,1,4,8,16,23,27,33,112
390875,2,6,7,12,17,29,31,104
391439,9,10,14,20,29,31,32,145
391563,1,6,17,20,27,29,33,133
391624,7,9,16,20,21,24,27,124
391651,4,5,8,20,21,27,33,118
391837,2,3,9,20,21,24,32,111
391853,6,14,16,20,25,29,33,143
391901,1,8,11,13,22,28,32,115
391949,1,6,17,18,24,28,33,127
392512,4,5,14,20,29,31,35,138
392533,5,7,17,24,27,28,33,141
392607,1,7,9,16,24,31,35,123
392742,2,6,9,19,27,29,35,127
392907,5,14,16,20,25,29,31,140
393104,1,3,7,20,25,29,32,117
393178,1,9,11,20,24,28,34,127
393192,4,5,11,20,21,25,30,116
393358,2,6,16,20,21,27,35,127
393540,1,6,10,16,27,29,35,124
393723,3,7,8,18,26,29,32,123
393765,8,14,16,17,23,27,34,139
393929,9,14,15,18,24,28,35,143
393939,1,7,11,12,27,31,34,123
394142,3,7,15,18,24,26,34,127
394285,5,9,14,20,24,25,29,126
394522,1,5,7,12,22,27,31,105
394971,3,7,14,16,22,24,31,117
395076,2,8,11,20,24,29,33,127
395153,5,9,10,20,22,26,31,123
395278,1,5,16,17,22,23,31,115
395315,4,5,17,20,21,29,35,131
395360,1,7,11,12,22,23,34,110
395763,4,8,15,18,21,25,32,123
395974,3,9,17,18,22,24,29,122
396030,5,9,15,18,22,26,33,128
396299,1,7,9,18,24,29,33,121
396396,5,9,11,18,21,26,28,118
396839,10,14,15,16,23,24,25,127
396849,1,7,18,19,22,27,31,125
396912,7,12,16,18,26,29,35,143
396965,7,9,10,11,17,24,35,113
397038,3,12,14,18,29,32,33,141
397061,1,6,16,19,22,23,27,114
397171,1,4,7,13,27,28,31,111
397366,6,7,11,17,22,30,32,125
397552,1,7,8,18,24,27,28,113
397598,3,8,9,18,24,25,29,116
397971,1,5,7,20,27,28,31,119
398413,5,6,9,20,21,24,27,112
398547,4,12,16,19,22,29,33,135
398575,2,7,18,19,25,29,31,131
398629,2,7,9,13,26,28,29,114
398652,1,5,17,18,23,26,32,122
398709,1,9,16,17,22,26,27,118
399017,2,4,18,19,23,27,29,122
399211,2,9,11,16,22,26,35,121
400099,4,7,10,13,17,27,29,107
400113,3,6,9,18,26,29,30,121
400470,1,6,10,18,26,29,35,125
400497,10,14,16,20,23,29,35,147
400515,1,9,16,19,22,26,32,125
400552,2,7,11,12,21,25,31,109
400609,3,4,9,14,23,25,27,105
400841,4,5,16,17,27,31,33,133
400851,1,9,11,13,24,30,33,121
401056,6,7,9,13,17,27,30,109
401273,1,14,18,20,22,27,33,135
401289,2,4,8,16,21,25,29,105
401466,9,12,17,18,21,26,32,135
401589,7,8,11,18,23,24,34,125
401679,2,7,18,19,22,28,31,127
402580,6,10,11,13,19,23,27,109
402593,10,12,16,17,26,27,29,137
402644,7,14,17,20,27,31,33,149
402691,5,10,18,20,25,26,29,133
402872,7,8,14,18,19,29,32,127
402940,1,9,11,19,25,26,30,121
403192,4,9,11,20,22,26,35,127
403222,1,14,18,20,27,31,33,144
403236,3,7,15,20,26,29,31,131
403414,1,7,8,12,17,27,35,107
403416,7,10,11,20,26,29,30,133
403420,9,14,16,17,22,27,31,136
403439,7,14,15,20,22,24,27,129
403523,5,6,18,24,25,26,29,133
403618,1,4,7,16,24,27,31,110
403677,2,4,15,19,24,25,32,121
403966,3,7,9,14,24,30,34,121
404007,2,3,7,17,24,30,32,115
404026,1,14,16,20,26,27,29,133
404092,4,7,18,19,25,29,34,136
404108,4,7,8,20,27,28,33,127
404316,3,4,17,18,22,29,35,128
404324,3,7,18,19,24,25,27,123
404524,5,8,11,20,22,24,31,121
404563,5,9,10,16,19,24,33,116
404564,6,8,9,20,25,31,35,134
404848,9,12,14,19,22,25,29,130
404930,3,7,8,17,22,28,29,114
405103,8,12,15,20,25,31,33,144
405468,2,8,11,16,23,27,31,118
405539,3,4,17,18,21,26,27,116
405794,3,7,18,19,24,25,33,129
405904,9,10,14,18,24,25,27,127
406091,1,9,15,20,21,24,31,121
406106,1,5,14,16,22,28,31,117
406498,6,10,11,16,21,27,34,125
406636,2,5,8,11,23,27,35,111
406659,2,7,8,11,22,25,33,108
406683,4,12,16,18,21,25,29,125
406828,3,4,8,24,25,27,31,122
406961,2,7,11,14,25,29,35,123
407234,4,8,15,16,27,32,33,135
407418,1,8,9,13,24,28,34,117
407554,7,8,9,13,19,24,29,109
407560,2,8,11,13,17,26,33,110
407636,6,9,17,20,21,24,30,127
407666,2,6,11,13,19,26,29,106
407723,5,9,16,19,21,24,27,121
407780,7,8,11,20,21,27,31,125
408229,1,12,14,18,22,25,33,125
408532,7,12,17,18,23,27,32,136
408542,4,7,9,13,21,29,32,115
408638,3,6,9,11,21,25,30,105
408649,1,14,16,20,27,32,33,143
408654,2,4,8,20,23,29,35,121
408679,9,10,15,20,21,25,31,131
408735,5,7,17,18,22,25,31,125
408778,3,12,16,20,21,25,27,124
408826,1,5,17,18,22,26,32,121
408891,5,9,14,20,22,26,31,127
408950,5,6,9,20,26,27,30,123
409046,1,4,7,20,25,26,30,113
409109,4,8,9,11,19,25,34,110
409125,4,6,15,18,19,23,29,114
409217,4,7,16,19,25,27,31,129
409289,7,14,15,16,21,24,25,122
409327,1,3,7,16,22,29,32,110
409456,1,4,8,14,22,27,35,111
409512,4,8,16,19,22,27,31,127
409562,1,3,9,19,24,28,35,119
409583,2,6,7,12,21,29,34,111
409711,4,8,14,20,25,27,33,131
409828,1,7,14,20,25,26,29,122
409880,7,8,9,13,26,29,32,124
410083,8,12,16,19,21,27,29,132
410240,1,7,8,11,22,24,27,100
410612,4,14,17,20,21,26,27,129
411058,10,14,15,16,19,29,35,138
411124,6,10,11,20,21,24,27,119
411190,7,9,11,17,22,27,28,121
411214,7,8,11,13,24,27,29,119
411407,2,7,11,13,17,25,30,105
411819,6,8,10,16,17,27,33,117
411940,1,4,7,12,22,27,31,104
412155,5,6,9,13,19,24,30,106
412561,6,9,11,20,22,26,35,129
412643,1,9,16,17,23,26,27,119
412722,3,8,11,16,22,29,33,122
412918,8,9,16,18,22,27,33,133
413165,2,8,16,17,21,25,29,118
413167,9,10,14,20,21,24,27,125
413277,3,4,10,14,19,27,35,112
413289,1,7,11,18,27,28,31,123
413417,1,4,7,19,22,24,28,105
413446,1,7,10,17,21,26,27,109
413621,3,9,18,19,22,25,31,127
413637,1,7,11,18,26,27,30,120
413854,3,9,17,18,24,25,29,125
414038,5,8,16,20,23,25,29,126
414152,3,4,17,20,25,31,35,135
414356,7,8,18,20,24,25,29,131
414371,7,9,11,24,25,26,32,134
414430,2,7,9,13,21,24,34,110
414538,4,12,15,16,21,27,35,130
414866,2,7,8,18,22,25,27,109
415318,8,9,18,24,25,27,28,139
415379,3,6,16,20,21,25,27,118
415553,4,6,11,16,17,27,31,112
415571,2,3,11,13,17,25,32,103
415574,2,8,9,13,17,27,34,110
415723,10,12,15,20,25,26,29,137
416139,4,5,8,20,27,28,33,125
416881,2,4,8,13,25,27,34,113
417018,3,9,14,24,26,28,35,139
417109,2,6,11,17,19,26,35,116
417325,6,14,16,17,22,27,31,133
417537,7,10,11,18,26,27,32,131
417686,2,9,15,20,25,26,29,126
418238,1,9,11,20,26,30,34,131
418683,4,8,15,19,25,29,35,135
418854,6,10,17,20,21,27,33,134
418898,10,14,16,17,25,27,34,143
418909,3,9,16,20,21,27,32,128
418963,2,7,9,11,17,30,31,107
419163,1,14,17,18,23,28,33,134
419171,2,8,16,19,23,29,35,132
419472,4,9,16,19,22,31,35,136
419505,5,14,16,20,27,31,32,145
419652,7,9,17,18,23,30,34,138
419743,3,4,17,18,22,23,28,115
419837,1,5,8,20,26,29,31,120
419892,9,14,17,20,21,31,33,145
419913,1,8,11,20,23,24,29,116
420048,1,8,17,18,21,26,32,123
420100,3,9,14,17,25,26,29,123
420103,3,7,9,17,22,24,35,117
420160,4,10,17,20,22,23,27,123
420186,9,14,16,20,25,29,31,144
420254,7,9,11,12,19,24,25,107
420483,1,10,17,20,25,26,30,129
420516,6,9,11,19,21,25,30,121
420771,2,8,9,20,21,24,33,117
421051,9,10,15,19,24,32,35,144
421235,7,12,14,18,19,29,34,133
421292,3,9,17,20,24,25,27,125
421418,2,9,17,20,23,24,28,123
421645,7,8,14,18,22,27,31,127
421834,1,5,7,11,27,30,34,115
422120,2,14,16,20,23,25,29,129
422265,7,12,16,17,21,27,31,131
422399,4,5,14,17,21,25,27,113
422450,1,9,14,19,24,25,28,120
422455,1,3,18,20,22,27,33,124
422740,9,14,15,19,24,25,28,134
422819,4,9,14,20,25,29,32,133
422822,3,7,17,18,23,24,31,123
422834,1,9,15,18,22,27,34,126
422931,6,14,15,20,29,32,33,149
422956,2,5,9,20,21,27,35,119
423321,1,10,16,18,22,25,35,127
423641,6,7,16,19,22,26,31,127
423674,4,10,11,19,23,27,35,129
423823,2,3,11,13,19,30,34,112
423871,6,10,11,18,21,23,29,118
424035,5,6,9,16,17,23,27,103
424053,5,7,17,18,24,28,29,128
424079,8,9,10,13,26,29,35,130
424114,3,9,16,17,22,26,31,124
424208,1,10,11,18,19,23,29,111
424271,1,14,16,18,22,25,31,127
424330,4,7,11,16,21,27,33,119
424409,1,5,8,16,22,29,34,115
424441,1,3,16,17,22,26,29,114
424448,2,6,17,20,23,29,33,130
424623,1,7,17,20,22,23,27,117
424670,7,10,11,17,22,24,28,119
424892,3,7,11,18,19,24,27,109
424929,1,7,11,13,22,24,35,113
425050,2,6,7,14,23,26,29,107
425252,1,4,7,16,27,28,31,114
425281,7,14,17,20,22,24,33,137
425716,5,7,17,18,23,26,30,126
425820,1,7,17,20,26,30,33,134
426171,2,7,8,11,21,27,35,111
426305,7,12,17,18,21,26,34,135
426326,3,8,9,13,24,28,32,117
426385,3,12,16,19,21,27,29,127
426393,7,9,14,18,24,28,29,129
426559,2,9,15,16,19,29,34,124
426615,8,9,14,18,19,24,27,119
426796,5,6,17,18,21,26,27,120
426832,2,4,8,11,25,28,31,109
427112,2,5,7,11,17,30,32,104
427144,1,7,16,18,21,24,25,112
427150,4,12,14,20,23,25,29,127
427157,3,14,16,17,21,24,27,122
427256,4,8,10,18,19,23,27,109
